title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,room,day,start_time,end_time
Functional English Lab,SL1012,BCS-1E1,,1.0,BS,CS,HSS,Core,False,English Lab-3,Wednesday,10:00,11:20
Functional English Lab,SL1012,BSE-1B1,,1.0,BS,SE,HSS,Core,False,English Lab-3,Wednesday,11:30,12:50
Functional English Lab,SL1012,BCS-1J1,,1.0,BS,CS,HSS,Core,False,English Lab-3,Wednesday,14:30,15:50
Functional English Lab,SL1012,BDS-1C2,,1.0,BS,DS,HSS,Core,False,English Lab-4,Wednesday,08:30,09:50
Functional English Lab,SL1012,BCS-1E2,,1.0,BS,CS,HSS,Core,False,English Lab-4,Wednesday,10:00,11:20
Functional English Lab,SL1012,BSE-1B2,,1.0,BS,SE,HSS,Core,False,English Lab-4,Wednesday,11:30,12:50
Functional English Lab,SL1012,BCS-1J2,,1.0,BS,CS,HSS,Core,False,English Lab-4,Wednesday,14:30,15:50
Programming Fundamental Lab,CL1002,BCS-1D1,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Wednesday,08:30,11:20
Programming Fundamental Lab,CL1002,BCS-1D2,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Wednesday,08:30,11:20
Data Warehousing and Business Intelligence,DS3003,BDS-5B,,3.0,BS,DS,DS,Core,False,Lab(CS-1),Wednesday,11:30,12:50
Comp. Organization and Assembly Lang. Lab,EL2003,BDS-3A1,,1.0,BS,DS,CS,Core,False,Lab(CS-2A),Wednesday,08:30,11:20
Comp. Organization and Assembly Lang. Lab,EL2003,BDS-3A2,,1.0,BS,DS,CS,Core,False,Lab(CS-2A),Wednesday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5D1,,1.0,BS,CS,CS,Core,False,Lab(CS-2A),Wednesday,14:30,17:20
Computer Networks Lab,CL3001,BCS-5D2,,1.0,BS,CS,CS,Core,False,Lab(CS-2A),Wednesday,14:30,17:20
Operating Systems Lab,CS2006,BDS-5C1,,1.0,BS,DS,CS,Core,True,Lab(CS-2B),Wednesday,14:30,17:20
Operating Systems Lab,CS2006,BDS-5C2,,1.0,BS,DS,CS,Core,True,Lab(CS-2B),Wednesday,14:30,17:20
Intro. to Info and Comm. Technologies,CL1001,BSE-1C,Ms. Mamoona Majid,1.0,BS,SE,CS,Core,False,Lab(CS-3),Wednesday,08:30,11:20
Operating Systems Lab,CS2006,BDS-5A1,,1.0,BS,DS,CS,Core,True,Lab(CS-3),Wednesday,11:30,14:20
Operating Systems Lab,CS2006,BDS-5A2,,1.0,BS,DS,CS,Core,True,Lab(CS-3),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5K1,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Wednesday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5K2,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Wednesday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5F1,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5F2,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5G1,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5G2,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Wednesday,11:30,14:20
Programming Fundamental Lab,CL1002,BCS-1C1,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Wednesday,08:30,11:20
Programming Fundamental Lab,CL1002,BCS-1C2,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Wednesday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5J1,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Wednesday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5J2,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Wednesday,11:30,14:20
Programming Fundamental Lab,CL1002,BSE-1A1,,1.0,BS,SE,CS,Core,False,Lab(CS-9),Wednesday,14:30,17:20
Programming Fundamental Lab,CL1002,BSE-1A2,,1.0,BS,SE,CS,Core,False,Lab(CS-9),Wednesday,14:30,17:20
Discrete Structures,CS1005,BCS-3D,Dr. Shazia Javaid,3.0,BS,CS,CS,Core,False,Seminar Hall,Thursday,08:30,09:50
Linear Algebra,MT1004,BCS-3D,Dr. Mazhar Hussain,3.0,BS,CS,HSS,Core,False,Seminar Hall,Thursday,10:00,11:20
Linear Algebra,MT1004,BCS-3A,Dr. Akhlaq Ahmad Bhatti,3.0,BS,CS,HSS,Core,False,Seminar Hall,Thursday,11:30,12:50
Numerical Computing,CS2008,BCS-5L,Dr. Iffat Fayyaz,3.0,BS,CS,CS,Core,False,Seminar Hall,Thursday,13:00,14:20
Linear Algebra,MT1004,BCS-3B,Dr. Akhlaq Ahmad Bhatti,3.0,BS,CS,HSS,Core,False,Seminar Hall,Thursday,14:30,15:50
Technical and Business Writing,SS2007,BSE-5C,,3.0,BS,SE,HSS,Core,False,Seminar Hall,Thursday,16:00,17:20
Computer Networks,CS3001,BDS-7A,Dr. Muhammad Irteza,3.0,BS,DS,CS,Core,False,CS-2,Thursday,08:30,09:50
Deep Learning,DS5006,MCS-1A,Dr. Saira Karim,3.0,MS,CS,CS,Elective,False,CS-2,Thursday,10:00,12:50
Software Design and Analysis,CS3004,BCS-5F,Ms. Mehroze Khan,3.0,BS,CS,CS,Core,False,CS-2,Thursday,13:00,14:20
Web Programming,CS4032,BCS-7A,Mr. Waqas Manzoor,3.0,BS,CS,CS,Elective,False,CS-2,Thursday,16:00,17:20
Parallel and Distributed Computing,CS3006,BDS-7A,Mr. Danyal Farhat,3.0,BS,DS,CS,Core,True,CS-2,Thursday,17:30,18:50
Technical and Business Writing,SS2007,BCS-5E,Ms.Gulshan Saeed,3.0,BS,CS,HSS,Core,False,CS-3,Thursday,08:30,09:50
Numerical Computing,CS2008,BCS-5D,Dr. Syed Tauseef Saeed,3.0,BS,CS,CS,Core,False,CS-3,Thursday,10:00,11:20
Data Warehousing and Data Mining,CS4058,BCS-7A,Mr. M. Ishaq Raza,3.0,BS,CS,CS,Elective,False,CS-3,Thursday,11:30,12:50
Theory of Automata,CS3005,BCS-5G,Mr. Hamadul Qudus,3.0,BS,CS,CS,Core,False,CS-3,Thursday,13:00,14:20
Data Warehousing and Business Intelligence,DS3003,BDS-5A,Mr. M. Ishaq Raza,3.0,BS,DS,DS,Core,False,CS-3,Thursday,14:30,15:50
Operating Systems,CS2006,BDS-5C,Mr. Mubasher Hussain,3.0,BS,DS,CS,Core,False,CS-3,Thursday,16:00,17:20
Operating Systems,CS2006,BSE-5A,Mr. Mubasher Hussain,3.0,BS,SE,CS,Core,False,CS-3,Thursday,17:30,18:50
Software Testing,CS4036,BCS-7A,,3.0,BS,CS,CS,Elective,False,CS-4,Thursday,08:30,09:50
Database Systems,CS2005,BSE-5A,Mr. Muhammad Naveed,3.0,BS,SE,CS,Core,True,CS-4,Thursday,10:00,11:20
Database Systems,CS2005,BDS-5A,Mr. Muhammad Naveed,3.0,BS,DS,CS,Core,True,CS-4,Thursday,11:30,12:50
Software Engineering,CS3009,BCS-7A,Ms. Momna Zainab,3.0,BS,CS,CS,Core,True,CS-4,Thursday,14:30,15:50
Programming Fundamentals,CS1002,BCS-1A,Dr. Aamir Wali,3.0,BS,CS,CS,Core,False,CS-5,Thursday,08:30,09:50
Programming Fundamentals,CS1002,BDS-1A,Dr. Aamir Wali,3.0,BS,DS,CS,Core,False,CS-5,Thursday,10:00,11:20
Software Construction Development,SE3001,BSE-5A,Dr. Farooq Ahmad,3.0,BS,SE,SE,Core,False,CS-5,Thursday,11:30,12:50
Operating Systems,CS2006,BCS-5B,Ms. Namra Absar,3.0,BS,CS,CS,Core,True,CS-5,Thursday,13:00,14:20
Data Science,CS4048,BCS-7B,Mr. Saif ul Islam,3.0,BS,CS,CS,Elective,False,CS-5,Thursday,14:30,15:50
Data Science,CS4048,BCS-7A,Mr. Saif ul Islam,3.0,BS,CS,CS,Elective,False,CS-5,Thursday,16:00,17:20
Adavanced Software Engineering,SE5031,MSP-3A,Dr. Ghulam Ahmad Farrukh,3.0,MS,SPM,SE,Elective,False,CS-5,Thursday,17:30,20:20
Computer Networks,CS3001,BCS-5F,Dr. Zeeshan Ali Khan,3.0,BS,CS,CS,Core,False,CS-6,Thursday,08:30,09:50
Programming Fundamentals,CS1002,BCS-1H,Ms. Hina Iqbal,3.0,BS,CS,CS,Core,False,CS-6,Thursday,10:00,11:20
Programming Fundamentals,CS1002,BCS-1E,Mr. Saifullah Tanvir,3.0,BS,CS,CS,Core,False,CS-6,Thursday,11:30,12:50
Numerical Computing,CS2008,BCS-5A,Dr. Mubashir Qayyum,3.0,BS,CS,CS,Core,False,CS-6,Thursday,13:00,14:20
Programming Fundamentals,CS1002,BCS-1D,Mr. Saifullah Tanvir,3.0,BS,CS,CS,Core,False,CS-6,Thursday,14:30,15:50
Operating Systems,CS2006,BCS-5A,Ms. Rubab Anum,3.0,BS,CS,CS,Core,True,CS-6,Thursday,16:00,17:20
Design and Analysis of Algorithms,CS2009,BCS-5A,Dr. Khawaja Fahad,3.0,BS,CS,CS,Core,True,CS-6,Thursday,17:30,18:50
Data Structures,CS2001,BSR-3B,Ms. Hira Butt,3.0,BS,R,CS,Core,False,CS-7,Thursday,08:30,09:50
Theory of Automata,CS3005,BCS-5F,Mr. Hamadul Qudus,3.0,BS,CS,CS,Core,False,CS-7,Thursday,11:30,12:50
Comp. Organization and Assembly Lang,EE2003,BCS-3A,Ms. Samin Iftikhar,3.0,BS,CS,CS,Core,False,CS-7,Thursday,13:00,14:20
Data Structures,CS2001,BSR-3A,Mr. Mubasher Hussain,3.0,BS,R,CS,Core,False,CS-7,Thursday,14:30,15:50
Digital Logic Design,EE1005,BDS-3A,Ms. Maimoona Akram,3.0,BS,DS,CS,Core,True,CS-7,Thursday,16:00,17:20
Introduction to Data Science,DS2001,BDS-3A,Mr. Saif ul Islam,3.0,BS,DS,DS,Core,False,CS-7,Thursday,17:30,18:50
Software Quality Engineering,SE3002,BSE-5A,Dr. Zeeshan Ali Rana,3.0,BS,SE,SE,Core,False,CS-9,Thursday,08:30,09:50
Theory of Automata,CS3005,BCS-5C,Mr. Fraz Yousaf,3.0,BS,CS,CS,Core,False,CS-9,Thursday,10:00,11:20
Data Structures,CS2001,BSE-3B,Mr. Raziuddin,3.0,BS,SE,CS,Core,False,CS-9,Thursday,11:30,12:50
Data Structures,CS2001,BSE-3A,Mr. Raziuddin,3.0,BS,SE,CS,Core,False,CS-9,Thursday,13:00,14:20
Marketing Management,MG1002,BCS-3A,Mr. Saquib Bhatti,3.0,BS,CS,MG,Elective,False,CS-9,Thursday,14:30,15:50
Software Design and Analysis,CS3004,BCS-5M,Mr. Zeeshan Nazar,3.0,BS,CS,CS,Core,False,CS-9,Thursday,16:00,17:20
Quantum Computing,CS4084,BCS-9A,Dr. Faisal Aslam,3.0,BS,CS,CS,Elective,True,CS-9,Thursday,17:30,18:50
Operating Systems,CS2006,BDS-5A,Ms. Rubab Anum,3.0,BS,DS,CS,Core,False,CS-10,Thursday,08:30,09:50
Design and Analysis of Algorithms,CS2009,BDS-5B,Dr. Maryam Bashir,3.0,BS,DS,CS,Core,False,CS-10,Thursday,10:00,11:20
Data Structures,CS2001,BCS-3G,Mr. Uzair Naqvi,3.0,BS,CS,CS,Core,False,CS-10,Thursday,11:30,12:50
Data Structures,CS2001,BCS-3H,Mr. Uzair Naqvi,3.0,BS,CS,CS,Core,False,CS-10,Thursday,13:00,14:20
Computer Networks,CS3001,BCS-5G,Dr. Zeeshan Ali Khan,3.0,BS,CS,CS,Core,False,CS-10,Thursday,14:30,15:50
Technical and Business Writing,SS2007,BCS-5C,Ms.Hajra Ikram,3.0,BS,CS,HSS,Core,False,CS-10,Thursday,16:00,17:20
Operating Systems,CS2006,BDS-5B,Ms. Namra Absar,3.0,BS,DS,CS,Core,False,CS-11,Thursday,08:30,09:50
Programming Fundamentals,CS1002,BCS-1F,Dr. Asma Naseer,3.0,BS,CS,CS,Core,False,CS-11,Thursday,10:00,11:20
Programming Fundamentals,CS1002,BCS-1G,Dr. Asma Naseer,3.0,BS,CS,CS,Core,False,CS-11,Thursday,11:30,12:50
Design and Analysis of Algorithms,CS2009,BDS-5A,Dr. Maryam Bashir,3.0,BS,DS,CS,Core,False,CS-11,Thursday,13:00,14:20
Database Systems,CS2005,BCS-5C,Mr. Muhammad Naveed,3.0,BS,CS,CS,Core,True,CS-11,Thursday,14:30,15:50
Marketing Management,MG1002,BCS-3B,Mr. Saquib Bhatti,3.0,BS,CS,MG,Elective,False,CS-11,Thursday,16:00,17:20
Technical and Business Writing,SS2007,BDS-5C,Ms. Nayyab Mufti,3.0,BS,DS,HSS,Core,False,CS-15,Thursday,08:30,09:50
Information Security,CS3002,BDS-7A,Dr. Ammar Haider,3.0,BS,DS,CS,Core,False,CS-15,Thursday,10:00,11:20
Software Design and Analysis,CS3004,BCS-5E,Mr. Zeeshan Nazar,3.0,BS,CS,CS,Core,False,CS-15,Thursday,11:30,12:50
Human Computer Interaction,CS2007,BSE-3C,,3.0,BS,SE,SE,Core,False,CS-15,Thursday,13:00,14:20
Data Analysis and Visualization,DS3001,BDS-5C,Ms Bushra Rashid,3.0,BS,DS,DS,Core,False,CS-15,Thursday,14:30,15:50
Data Structures,CS2001,BDS-3C,Ms. Tayyaba Bukhari,3.0,BS,DS,CS,Core,False,CS-15,Thursday,16:00,17:20
Theory of Automata,CS3005,BCS-5M,Mr. Amjad Ali,3.0,BS,CS,CS,Core,False,CS-16,Thursday,08:30,09:50
Discrete Structures,CS1005,BCS-3E,Dr. Shazia Javaid,3.0,BS,CS,CS,Core,False,CS-16,Thursday,10:00,11:20
Computer Networks,CS3001,BCS-5K,Mr. Nauman Moazzam,3.0,BS,CS,CS,Core,False,CS-16,Thursday,11:30,12:50
Object Oriented Programming,CS1004,BSE-3A,Ms. Anosha Khan,3.0,BS,SE,CS,Core,True,CS-16,Thursday,13:00,14:20
Applied Physics,NS1001,BCS-1C,Mr. Nazim Aslam,3.0,BS,CS,NS,Core,False,CS-16,Thursday,14:30,15:50
Applied Physics,NS1001,BCS-1D,Mr. Nazim Aslam,3.0,BS,CS,NS,Core,False,CS-16,Thursday,16:00,17:20
Software Design and Analysis,CS3004,BSR-5A,Mr. Zeeshan Nazar,3.0,BS,R,CS,Core,False,Lib,Thursday,08:30,09:50
Computer Networks,CS3001,BCS-5A,Mr. Ahmad Raza,3.0,BS,CS,CS,Core,False,Lib,Thursday,10:00,11:20
Theory of Automata,CS3005,BCS-5D,Mr. Fraz Yousaf,3.0,BS,CS,CS,Core,False,Lib,Thursday,11:30,12:50
Data Analysis and Visualization,DS3001,BDS-5B,Ms Bushra Rashid,3.0,BS,DS,DS,Core,False,Lib,Thursday,13:00,14:20
Numerical Computing,CS2008,BCS-5H,Mr. Waqar Azeem,3.0,BS,CS,CS,Core,False,Lib,Thursday,14:30,15:50
Artificial Intelligence,AI2002,BCS-7B,Dr. Hajra Waheed,3.0,BS,CS,CS,Core,True,Lib,Thursday,16:00,17:20
Technical and Business Writing,SS2007,BCS-5A,Ms. Naima Chauhdary,3.0,BS,CS,HSS,Core,False,E&M-1,Thursday,08:30,09:50
Theory of Automata,CS3005,BSR-5A,Mr. Irteza,3.0,BS,R,CS,Core,False,E&M-1,Thursday,10:00,11:20
Functional English,SS1012,BCS-1D,Ms. Ayesha Saeed,2.0,BS,CS,HSS,Core,False,E&M-1,Thursday,11:30,13:20
Operating Systems,CS2006,BSE-5B,Ms. Rubab Anum,3.0,BS,SE,CS,Core,False,E&M-1,Thursday,14:30,15:50
Computer Networks,CS3001,BCS-5D,Dr. Arshad Ali,3.0,BS,CS,CS,Core,False,E&M-2,Thursday,08:30,09:50
Computer Networks,CS3001,BCS-5C,Dr. Arshad Ali,3.0,BS,CS,CS,Core,False,E&M-2,Thursday,11:30,12:50
Probability and Statistics,MT2005,BDS-3A,Ms. Kanwal Saleem,3.0,BS,DS,HSS,Core,False,E&M-2,Thursday,13:00,14:20
Software Design and Analysis,CS3004,BCS-5J,Mr. Aamir Raheem,3.0,BS,CS,CS,Core,False,E&M-2,Thursday,14:30,15:50
Software Quality Engineering,SE3002,BSE-5B,,3.0,BS,SE,SE,Core,False,E&M-2,Thursday,17:30,18:50
Human Computer Interaction,CS2007,BSE-3A,Ms. Momna Zainab,3.0,BS,SE,SE,Core,False,E&M-3,Thursday,11:30,12:50
Software Requirements Engineering,SE2001,BSE-3C,Dr. Wafa Basit,3.0,BS,SE,CS,Core,False,E&M-4,Thursday,11:30,12:50
Human Computer Interaction,CS2007,BSE-3B,Ms. Momna Zainab,3.0,BS,SE,SE,Core,False,E&M-4,Thursday,13:00,14:20
Calculus and Analytical Geometry,MT1003,BDS-1A,VF,3.0,BS,DS,HSS,Core,False,E&M-4,Thursday,14:30,15:50
Modern Politics and Government,SS2036,BSR-3A,Mr. Abdul Sattar,3.0,BS,R,HSS,Elctive,False,E&M-4,Thursday,16:00,17:20
Calculus and Analytical Geometry,MT1003,BCS-1K,Ms. Mahnoor Badar,3.0,BS,CS,HSS,Core,False,E&M-5,Thursday,08:30,09:50
Information Security,CS3002,BSE-7B,Dr. Rana Asif Rehman,3.0,BS,SE,CS,Core,False,E&M-5,Thursday,10:00,11:20
Digital Logic Design,EE1005,BSR-3A,Ms. Mamona Akram,3.0,BS,R,CS,Core,True,E&M-5,Thursday,11:30,12:50
Technical and Business Writing,SS2007,BCS-5M,Ms. Uzma Safdar,3.0,BS,CS,HSS,Core,False,E&M-5,Thursday,14:30,15:50
Calculus and Analytical Geometry,MT1003,BCS-1H,Mr. Tasaduque Hussain Shah,3.0,BS,CS,HSS,Core,False,E&M-11,Thursday,08:30,09:50
Big Data,DS5001,MDS-1A,Dr. Asma Ahmad,3.0,MS,DS,Specialized,Core,False,E&M-11,Thursday,10:00,12:50
Technical and Business Writing,SS2007,BCS-5K,Mr. Razm-ul-Zafar,3.0,BS,CS,HSS,Core,False,E&M-11,Thursday,13:00,14:20
Probability and Statistics,MT2005,BSE-3A,Dr. Muhammad Javaid,3.0,BS,SE,HSS,Core,False,E&M-11,Thursday,14:30,15:50
Probability and Statistics,MT2005,BSE-3B,Dr. Muhammad Javaid,3.0,BS,SE,HSS,Core,False,E&M-11,Thursday,16:00,17:20
Calculus and Analytical Geometry,MT1003,BCS-1B,Mr. Muhammad Saleem Chishti,3.0,BS,CS,HSS,Core,False,CE-1,Thursday,08:30,09:50
Numerical Computing,CS2008,BCS-5B,Dr. Mubashir Qayyum,3.0,BS,CS,CS,Core,False,CE-1,Thursday,10:00,11:20
Functional English,SS1012,BCS-1J,Ms. Iqra Rafiq,2.0,BS,CS,HSS,Core,False,CE-1,Thursday,11:30,13:20
Functional English,SS1012,BDS-1C,Ms. Falaknaz Zia,2.0,BS,DS,HSS,Core,False,CE-1,Thursday,14:30,16:20
International Relations,SS2039,BCS-3B,Dr.Tahir Rashid,3.0,BS,CS,HSS,Elective,False,CE-2,Thursday,08:30,09:50
Mass Communication,SS2040,BSE-3A,Dr. Sapna,3.0,BS,SE,HSS,Elective,False,CE-2,Thursday,10:00,11:20
Theory of Automata,CS3005,BCS-5J,Dr. Tahir Ejaz,3.0,BS,CS,CS,Core,False,CE-2,Thursday,11:30,12:50
Parallel and Distributed Computing,CS3006,BCS-7A,Mr. Danyal Farhat,3.0,BS,CS,CS,Core,True,CE-2,Thursday,13:00,14:20
Digital Logic Design,EE1005,BCS-3A,Mr. Salman Shoaib,3.0,BS,CS,CS,Core,True,CE-2,Thursday,14:30,15:50
Technical and Business Writing,SS2007,BSE-5B,,3.0,BS,SE,HSS,Core,False,CE-2,Thursday,16:00,17:20
Theory of Automata,CS3005,BCS-5K,Dr. Tahir Ejaz,3.0,BS,CS,CS,Core,False,CE-2,Thursday,17:30,18:50
Calculus and Analytical Geometry,MT1003,BCS-1F,VF,3.0,BS,CS,HSS,Core,False,CE-3,Thursday,08:30,09:50
Programming Fundamentals,CS1002,BCS-1B,Ms. Arooj Khalil,3.0,BS,CS,CS,Core,False,CE-3,Thursday,10:00,11:20
Discrete Structures,CS1005,BDS-3B,,3.0,BS,DS,CS,Core,False,CE-3,Thursday,11:30,12:50
Technical and Business Writing,SS2007,BCS-5B,Ms.Hajra Ikram,3.0,BS,CS,HSS,Core,False,CE-3,Thursday,14:30,15:50
Mass Communication,SS2040,BCS-3A,Ms. Fatima Zahra,3.0,BS,CS,HSS,Elective,False,CS-1,Thursday,08:30,09:50
Mass Communication,SS2040,BCS-3B,Ms. Fatima Zahra,3.0,BS,CS,HSS,Elective,False,CS-1,Thursday,10:00,11:20
Linear Algebra,MT1004,BCS-3F,Dr. Mazhar Hussain,3.0,BS,CS,HSS,Core,False,CS-1,Thursday,11:30,12:50
Information Security,CS3002,BSE-7A,Dr. Rana Asif Rehman,3.0,BS,SE,CS,Core,False,CS-1,Thursday,13:00,14:20
Introduction to Public Policy,SS4003,BCS-3A,,3.0,BS,CS,HSS,Elective,False,CS-1,Thursday,16:00,17:20
Operations Research,MT4031,BCS-7A,Mr. Amjad Ali,3.0,BS,CS,HSS,Supporting Elective,False,CS-8,Thursday,08:30,09:50
Computer Networks,CS3001,BCS-5J,Mr. Nauman Moazzam,3.0,BS,CS,CS,Core,False,CS-8,Thursday,10:00,11:20
Software Design and Analysis,CS3004,BCS-5G,Mr. Aamir Raheem,3.0,BS,CS,CS,Core,False,CS-8,Thursday,11:30,12:50
Technical and Business Writing,SS2007,BCS-5L,Mr. Razm-ul-Zafar,3.0,BS,CS,HSS,Core,False,CS-8,Thursday,14:30,15:50
Foreign Policy of Pakistan,SS4002,BCS-3B,Mr.Muhammad Ijaz,3.0,BS,CS,HSS,Elective,False,E&M-16,Thursday,08:30,09:50
Design and Analysis of Algorithms,CS2009,BCS-5E,Mr. Usama Hassan,3.0,BS,CS,CS,Core,True,E&M-16,Thursday,10:00,11:20
Functional English Lab,SL1012,BDS-1A1,,1.0,BS,DS,HSS,Core,False,English Lab-1,Thursday,08:30,09:50
Functional English Lab,SL1012,BCS-1K1,,1.0,BS,CS,HSS,Core,False,English Lab-1,Thursday,10:00,11:20
Functional English Lab,SL1012,BCS-1B1,,1.0,BS,CS,HSS,Core,False,English Lab-1,Thursday,11:30,12:50
Functional English Lab,SL1012,BCS-1F1,,1.0,BS,CS,HSS,Core,False,English Lab-1,Thursday,14:30,15:50
Functional English Lab,SL1012,BDS-1A2,,1.0,BS,DS,HSS,Core,False,English Lab-2,Thursday,08:30,09:50
Functional English Lab,SL1012,BCS-1K2,,1.0,BS,CS,HSS,Core,False,English Lab-2,Thursday,10:00,11:20
Functional English Lab,SL1012,BCS-1B2,,1.0,BS,CS,HSS,Core,False,English Lab-2,Thursday,11:30,12:50
Functional English Lab,SL1012,BCS-1F2,,1.0,BS,CS,HSS,Core,False,English Lab-2,Thursday,14:30,15:50
Functional English Lab,SL1012,BDS-1B1,,1.0,BS,DS,HSS,Core,False,English Lab-3,Thursday,10:00,11:20
Functional English Lab,SL1012,BCS-1H1,,1.0,BS,CS,HSS,Core,False,English Lab-3,Thursday,14:30,15:50
Functional English Lab,SL1012,BDS-1B2,,1.0,BS,DS,HSS,Core,False,English Lab-4,Thursday,10:00,11:20
Functional English Lab,SL1012,BCS-1H2,,1.0,BS,CS,HSS,Core,False,English Lab-4,Thursday,14:30,15:50
Programming Fundamental Lab,CL1002,BCS-1J1,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Thursday,08:30,11:20
Programming Fundamental Lab,CL1002,BCS-1J2,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Thursday,08:30,11:20
Programming Fundamental Lab,CL1002,BSE-1B1,,1.0,BS,SE,CS,Core,False,Lab(CS-1),Thursday,11:30,14:20
Programming Fundamental Lab,CL1002,BSE-1B2,,1.0,BS,SE,CS,Core,False,Lab(CS-1),Thursday,11:30,14:20
Intro. to Info and Comm. Technologies,CL1001,BCS-1J,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Thursday,14:30,17:20
Data Structures Lab,CL2001,BCS-3G1,,1.0,BS,CS,CS,Core,False,Lab(CS-2A),Thursday,08:30,11:20
Data Structures Lab,CL2001,BCS-3G2,,1.0,BS,CS,CS,Core,False,Lab(CS-2A),Thursday,08:30,11:20
Data Structures Lab,CL2001,BCS-3B1,,1.0,BS,CS,CS,Core,False,Lab(CS-2A),Thursday,11:30,14:20
Data Structures Lab,CL2001,BCS-3B2,,1.0,BS,CS,CS,Core,False,Lab(CS-2A),Thursday,11:30,14:20
Intro. to Info and Comm. Technologies,CL1001,BSE-1B,Ms. Mamoona Majid,1.0,BS,SE,CS,Core,False,Lab(CS-2A),Thursday,14:30,17:20
Data Structures Lab,CL2001,BCS-3H1,,1.0,BS,CS,CS,Core,False,Lab(CS-2B),Thursday,08:30,11:20
