title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,room,day,start_time,end_time
Data Structures Lab,CL2001,BCS-3H2,,1.0,BS,CS,CS,Core,False,Lab(CS-2B),Thursday,08:30,11:20
Data Structures Lab,CL2001,BCS-3E1,,1.0,BS,CS,CS,Core,False,Lab(CS-2B),Thursday,14:30,17:20
Data Structures Lab,CL2001,BCS-3E2,,1.0,BS,CS,CS,Core,False,Lab(CS-2B),Thursday,14:30,17:20
Data Structures Lab,CL2001,BDS-3A1,,1.0,BS,DS,CS,Core,False,Lab(CS-3),Thursday,08:30,11:20
Data Structures Lab,CL2001,BDS-3A2,,1.0,BS,DS,CS,Core,False,Lab(CS-3),Thursday,08:30,11:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3C1,,1.0,BS,CS,CS,Core,False,Lab(CS-3),Thursday,11:30,14:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3C2,,1.0,BS,CS,CS,Core,False,Lab(CS-3),Thursday,11:30,14:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3F1,,1.0,BS,CS,CS,Core,False,Lab(CS-3),Thursday,14:30,17:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3F2,,1.0,BS,CS,CS,Core,False,Lab(CS-3),Thursday,14:30,17:20
Comp. Organization and Assembly Lang. Lab,EL2003,BDS-3B1,,1.0,BS,DS,CS,Core,False,Lab(CS-4),Thursday,08:30,11:20
Comp. Organization and Assembly Lang. Lab,EL2003,BDS-3B2,,1.0,BS,DS,CS,Core,False,Lab(CS-4),Thursday,08:30,11:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3D1,,1.0,BS,CS,CS,Core,False,Lab(CS-4),Thursday,11:30,14:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3D2,,1.0,BS,CS,CS,Core,False,Lab(CS-4),Thursday,11:30,14:20
Object Oriented Programming Lab,CL1004,BSR-3A1,,1.0,BS,R,CS,Core,True,Lab(CS-4),Thursday,14:30,17:20
Object Oriented Programming Lab,CL1004,BSR-3A2,,1.0,BS,R,CS,Core,True,Lab(CS-4),Thursday,14:30,17:20
Data Structures Lab,CL2001,BSR-3A1,,1.0,BS,R,CS,Core,False,Lab(CS-6),Thursday,08:30,11:20
Data Structures Lab,CL2001,BSR-3A2,,1.0,BS,R,CS,Core,False,Lab(CS-6),Thursday,08:30,11:20
Programming Fundamental Lab,CL1002,BCS-1A1,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Thursday,11:30,14:20
Programming Fundamental Lab,CL1002,BCS-1A2,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Thursday,11:30,14:20
Programming Fundamental Lab,CL1002,BCS-1G1,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Thursday,14:30,17:20
Programming Fundamental Lab,CL1002,BCS-1G2,,1.0,BS,CS,CS,Core,False,Lab(CS-6),Thursday,14:30,17:20
Intro. to Info and Comm. Technologies,CL1001,BDS-1C,Ms. Saman Ashraf,1.0,BS,DS,CS,Core,False,Lab(CS-8),Thursday,08:30,11:20
Data Structures Lab,CL2001,BCS-3C1,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Thursday,08:30,11:20
Data Structures Lab,CL2001,BCS-3C2,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Thursday,08:30,11:20
Calculus and Analytical Geometry,MT1003,BSE-1A,Ms. Aisha Rashid,3.0,BS,SE,HSS,Core,False,Seminar Hall,Friday,10:00,11:20
Technical and Business Writing,SS2007,BSE-5C,,3.0,BS,SE,HSS,Core,False,Seminar Hall,Friday,16:00,17:20
Data Mining and Analytics,CS5062,MCS-1A,Dr. Zareen Alamgir,3.0,MS,CS,CS,Elective,False,CS-2,Friday,08:30,11:20
Computer Networks,CS3001,BSE-7A,Dr. Muhammad Irteza,3.0,BS,SE,CS,Core,True,CS-2,Friday,11:30,12:50
Professional Practices,CS4001,BCS-7A,Mr. Waqas Manzoor,3.0,BS,CS,CS,Core,False,CS-2,Friday,14:30,15:50
Research Methodology,CS5001,MSP-1A,,3.0,MS,SPM,CS,Core,False,CS-2,Friday,17:30,20:20
Research Methodology,CS5001,MSP-1A,,3.0,MS,SPM,CS,Core,False,CS-2,Friday,17:30,20:20
Research Methodology,CS5001,MSP-1A,Dr. Asif Gilani,3.0,MS,SPM,CS,Core,False,CS-2,Friday,17:30,20:20
Technical and Business Writing,SS2007,BCS-5D,Ms.Gulshan Saeed,3.0,BS,CS,HSS,Core,False,CS-3,Friday,08:30,09:50
Professional Practices,CS4001,BSE-7B,Mr. Uzair Naqvi,3.0,BS,SE,CS,Core,False,CS-3,Friday,10:00,12:50
Discrete Structures,CS1005,BCS-3J,Dr. Misbah Irshad,3.0,BS,CS,CS,Core,False,CS-3,Friday,14:30,15:50
Fundamentals of Software Engineering,CS2004,BDS-5A,,3.0,BS,DS,CS,Core,True,CS-4,Friday,08:30,09:50
Design and Analysis of Algorithms,CS2009,BCS-5D,Ms. Abeeda Akram,3.0,BS,CS,CS,Core,True,CS-4,Friday,10:00,11:20
Design and Analysis of Algorithms,CS2009,BCS-5C,Ms. Abeeda Akram,3.0,BS,CS,CS,Core,True,CS-4,Friday,11:30,12:50
Time Series Prediction,CS5118,MDS-3A,Dr. Hajra Waheed,3.0,MS,DS,DS,Elective,False,CS-4,Friday,14:30,17:20
Operations Research,MT4031,BCS-7A,Mr. Amjad Ali,3.0,BS,CS,HSS,Supporting Elective,False,CS-5,Friday,08:30,09:50
Programming Fundamentals,CS1002,BCS-1K,Ms. Maham Naeem,3.0,BS,CS,CS,Core,False,CS-5,Friday,10:00,11:20
Operations Research,MT4031,BSE-5B,Dr. Hakeem Ur Rehman,3.0,BS,SE,HSS,Supporting Elective,False,CS-5,Friday,11:30,12:50
Probability and Statistics,MT2005,BDS-3B,Ms. Kanwal Saleem,3.0,BS,DS,HSS,Core,False,CS-5,Friday,14:30,15:50
Design and Analysis of Algorithms,CS2009,BCS-5B,,3.0,BS,CS,CS,Core,True,CS-5,Friday,16:00,17:20
Software for Mobile Devices,CS4039,BSE-7A,Mr. Mughees Musaddaq,3.0,BS,SE,CS,Elective,False,CS-6,Friday,08:30,09:50
Software for Mobile Devices,CS4039,BCS-7A,Mr. Mughees Musaddaq,3.0,BS,CS,CS,Elective,False,CS-6,Friday,10:00,11:20
Fundamentals of Big Data Analytics,DS2004,BDS-5A,Ms. Mamoona Akbar,3.0,BS,DS,DS,Core,True,CS-6,Friday,14:30,15:50
Discrete Structures,CS1005,BCS-3H,Dr. Misbah Irshad,3.0,BS,CS,CS,Core,False,CS-6,Friday,16:00,17:20
MS Practicum - II,CS5088,MSP-3A,Dr. Ghulam Ahmad Farrukh,3.0,MS,SPM,CS,Core,False,CS-7,Friday,08:30,11:20
Numerical Computing,CS2008,BCS-5M,Dr. Iffat Fayyaz,3.0,BS,CS,CS,Core,False,CS-7,Friday,11:30,12:50
Web Programming,CS4032,BCS-7B,Mr. Saifullah Tanvir,3.0,BS,CS,CS,Elective,False,CS-7,Friday,14:30,15:50
Numerical Computing,CS2008,BCS-5F,Ms. Iqra Yaqoot,3.0,BS,CS,CS,Core,False,CS-7,Friday,16:00,17:20
Object Oriented Programming,CS1004,BCS-3B,Ms. Hina Iqbal,3.0,BS,CS,CS,Core,True,CS-9,Friday,08:30,09:50
Object Oriented Programming,CS1004,BCS-3A,Ms. Hina Iqbal,3.0,BS,CS,CS,Core,True,CS-9,Friday,10:00,11:20
Data Warehousing and Business Intelligence,DS3003,BDS-5B,,3.0,BS,DS,DS,Core,False,CS-9,Friday,11:30,12:50
Programming Fundamentals,CS1002,BCS-1H,Ms. Hina Iqbal,3.0,BS,CS,CS,Core,False,CS-9,Friday,14:30,15:50
Calculus and Analytical Geometry,MT1003,BSE-1C,VF,3.0,BS,SE,HSS,Core,False,CS-9,Friday,16:00,17:20
Programming Fundamentals,CS1002,BDS-1B,Dr. Mubasher Baig,3.0,BS,DS,CS,Core,False,CS-10,Friday,08:30,09:50
Programming Fundamentals,CS1002,BDS-1C,Dr. Mubasher Baig,3.0,BS,DS,CS,Core,False,CS-10,Friday,10:00,12:50
Bioinformatics,CS4054,BCS-9A,Dr. Hammad Naveed,3.0,BS,CS,CS,Elective,True,CS-10,Friday,14:30,15:50
Digital Logic Design,EE1005,BDS-3A,Ms. Maimoona Akram,3.0,BS,DS,CS,Core,True,CS-10,Friday,16:00,17:20
Ideology and Constitution of Pakistan,SS1013,BCS-1A,Mr.Muhammad Ijaz,2.0,BS,CS,HSS,Core,False,CS-11,Friday,10:30,12:20
Software Design and Analysis,CS3004,BCS-5A,Dr. Ali Afzal Malik,3.0,BS,CS,CS,Core,False,CS-15,Friday,10:00,11:20
Professional Practices,CS4001,BCS-7E,Ms. Mehwish Mumtaz,3.0,BS,CS,CS,Core,False,CS-15,Friday,11:30,12:50
Linear Algebra,MT1004,BSR-3B,VF,3.0,BS,R,HSS,Core,False,CS-15,Friday,16:00,17:20
Software Design and Analysis,CS3004,BCS-5B,Dr. Ali Afzal Malik,3.0,BS,CS,CS,Core,False,CS-16,Friday,08:30,09:50
Software Design and Analysis,CS3004,BCS-5C,Ms. Lehmia Kiran,3.0,BS,CS,CS,Core,False,CS-16,Friday,10:00,11:20
Software Design and Analysis,CS3004,BCS-5D,Ms. Lehmia Kiran,3.0,BS,CS,CS,Core,False,CS-16,Friday,11:30,12:50
Entrepreneurship,MG4011,BCS-3B,Dr. Shahrman Khattak,3.0,BS,CS,MG,Elective,False,CS-16,Friday,16:00,17:20
Entrepreneurship,MG4011,BCS-3A,Dr. Shahrman Khattak,3.0,BS,CS,MG,Elective,False,CS-16,Friday,17:30,18:50
Discrete Structures,CS1005,BDS-3A,Dr. Saeeda Zia,3.0,BS,DS,CS,Core,False,Lib,Friday,08:30,09:50
Technical and Business Writing,SS2007,BCS-5F,Ms.Gulshan Saeed,3.0,BS,CS,HSS,Core,False,Lib,Friday,10:00,11:20
Discrete Structures,CS1005,BCS-3A,,3.0,BS,CS,CS,Core,False,Lib,Friday,11:30,12:50
Ideology and Constitution of Pakistan,SS1013,BSE-1A,,2.0,BS,SE,HSS,Core,False,Lib,Friday,14:30,16:20
Ideology and Constitution of Pakistan,SS1013,BDS-1A,,2.0,BS,DS,HSS,Core,False,E&M-1,Friday,08:30,10:20
Ideology and Constitution of Pakistan,SS1013,BCS-1D,Mr.Muhammad Ashraf,2.0,BS,CS,HSS,Core,False,E&M-1,Friday,10:30,12:20
Ideology and Constitution of Pakistan,SS1013,BCS-1E,Mr.Muhammad Ashraf,2.0,BS,CS,HSS,Core,False,E&M-1,Friday,14:30,16:20
Ideology and Constitution of Pakistan,SS1013,BCS-1C,Ms.Bushra Jabeen,2.0,BS,CS,HSS,Core,False,E&M-2,Friday,08:30,10:20
Ideology and Constitution of Pakistan,SS1013,BCS-1B,Ms.Bushra Jabeen,2.0,BS,CS,HSS,Core,False,E&M-2,Friday,10:30,12:20
Islamic Studies/Ethics,SS1002,BCS-1K,,2.0,BS,CS,HSS,Core,False,E&M-2,Friday,14:30,16:20
Parallel and Distributed Computing,CS3006,BCS-9A,,3.0,BS,CS,CS,Core,False,E&M-2,Friday,17:30,18:50
Ideology and Constitution of Pakistan,SS1013,BSE-1B,,2.0,BS,SE,HSS,Core,False,E&M-3,Friday,08:30,10:20
Ideology and Constitution of Pakistan,SS1013,BDS-1B,,2.0,BS,DS,HSS,Core,False,E&M-4,Friday,10:30,12:20
Applied Physics,NS1001,BSE-1B,Mr. Usman Sajid,3.0,BS,SE,NS,Core,False,E&M-4,Friday,16:00,17:20
Applied Physics,NS1001,BSE-1A,Mr. Usman Sajid,3.0,BS,SE,NS,Core,False,E&M-4,Friday,17:30,18:50
Islamic Studies/Ethics,SS1002,BCS-1F,,2.0,BS,CS,HSS,Core,False,E&M-5,Friday,08:30,10:20
Islamic Studies/Ethics,SS1002,BCS-1G,,2.0,BS,CS,HSS,Core,False,E&M-5,Friday,10:30,12:20
Ideology and Constitution of Pakistan,SS1013,BDS-1C,,2.0,BS,DS,HSS,Core,False,E&M-5,Friday,14:30,16:20
Islamic Studies/Ethics,SS1002,BCS-1H,,2.0,BS,CS,HSS,Core,False,E&M-11,Friday,08:30,10:20
Islamic Studies/Ethics,SS1002,BCS-1J,,2.0,BS,CS,HSS,Core,False,E&M-11,Friday,10:30,12:20
Object Oriented Programming,CS1004,BDS-3A,Ms. Mamoona Majid,3.0,BS,DS,CS,Core,True,CE-1,Friday,08:30,09:50
Functional English,SS1012,BSE-1B,Ms. Fasiha Sherwany,2.0,BS,SE,HSS,Core,False,CE-1,Friday,10:30,12:20
Digital Logic Design,EE1005,BCS-3A,Mr. Salman Shoaib,3.0,BS,CS,CS,Core,True,CE-1,Friday,14:30,15:50
Fundamental of Software Project Management,SE4003,BSE-7B,,3.0,BS,SE,SE,Core,False,CE-2,Friday,08:30,09:50
Fundamental of Software Project Management,SE4003,BSE-7A,,3.0,BS,SE,SE,Core,False,CE-2,Friday,10:00,11:20
Internet of Things,IO4041,BCS-9A,Mr. Ahmad Raza,3.0,BS,CS,CS,Elective,True,CE-2,Friday,16:00,17:20
Technical and Business Writing,SS2007,BCS-5H,Ms.Irum Zahoor,3.0,BS,CS,HSS,Core,False,CE-3,Friday,08:30,09:50
Technical and Business Writing,SS2007,BCS-5J,Ms.Irum Zahoor,3.0,BS,CS,HSS,Core,False,CE-3,Friday,10:00,11:20
Professional Practices,CS4001,BCS-7F,Mr. Zummar Saad,3.0,BS,CS,CS,Core,False,E&M-16,Friday,14:30,15:50
Functional English Lab,SL1012,BCS-1J1,,1.0,BS,CS,HSS,Core,False,English Lab-3,Friday,14:30,15:50
Functional English Lab,SL1012,BCS-1J2,,1.0,BS,CS,HSS,Core,False,English Lab-4,Friday,14:30,15:50
Data Analysis and Visualization Lab,DL3001,BDS-5B1,,1.0,BS,DS,DS,Core,False,Lab(CS-1),Friday,08:30,11:20
Data Analysis and Visualization Lab,DL3001,BDS-5B2,,1.0,BS,DS,DS,Core,False,Lab(CS-1),Friday,08:30,11:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3A1,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Friday,14:30,17:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3A2,,1.0,BS,CS,CS,Core,False,Lab(CS-1),Friday,14:30,17:20
Database Systems Lab,CL2005,BCS-5B1,,1.0,BS,CS,CS,Core,True,Lab(CS-2A),Friday,08:30,11:20
Database Systems Lab,CL2005,BCS-5B2,,1.0,BS,CS,CS,Core,True,Lab(CS-2A),Friday,08:30,11:20
Database Systems Lab,CL2005,BCS-5A1,,1.0,BS,CS,CS,Core,True,Lab(CS-2A),Friday,14:30,17:20
Database Systems Lab,CL2005,BCS-5A2,,1.0,BS,CS,CS,Core,True,Lab(CS-2A),Friday,14:30,17:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3G1,,1.0,BS,CS,CS,Core,False,Lab(CS-2B),Friday,08:30,11:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3G2,,1.0,BS,CS,CS,Core,False,Lab(CS-2B),Friday,08:30,11:20
Artificial Intelligence Lab,AL2002,BCS-7A1,,1.0,BS,CS,CS,Core,True,Lab(CS-2B),Friday,14:30,17:20
Artificial Intelligence Lab,AL2002,BCS-7A2,,1.0,BS,CS,CS,Core,True,Lab(CS-2B),Friday,14:30,17:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3H1,,1.0,BS,CS,CS,Core,False,Lab(CS-3),Friday,08:30,11:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3H2,,1.0,BS,CS,CS,Core,False,Lab(CS-3),Friday,08:30,11:20
Computer Networks Lab,CL3001,BSE-7A1,,1.0,BS,SE,CS,Core,True,Lab(CS-3),Friday,14:30,17:20
Computer Networks Lab,CL3001,BSE-7A2,,1.0,BS,SE,CS,Core,True,Lab(CS-3),Friday,14:30,17:20
Data Structures Lab,CL2001,BCS-3A1,,1.0,BS,CS,CS,Core,False,Lab(CS-4),Friday,08:30,11:20
Data Structures Lab,CL2001,BCS-3A2,,1.0,BS,CS,CS,Core,False,Lab(CS-4),Friday,08:30,11:20
Intro. to Info and Comm. Technologies,CL1001,BDS-1B,Ms. Saman Ashraf,1.0,BS,DS,CS,Core,False,Lab(CS-4),Friday,14:30,17:20
Object Oriented Programming Lab,CL1004,BCS-3B1,,1.0,BS,CS,CS,Core,True,Lab(CS-6),Friday,10:00,12:50
Object Oriented Programming Lab,CL1004,BCS-3B2,,1.0,BS,CS,CS,Core,True,Lab(CS-6),Friday,10:00,12:50
Intro. to Info and Comm. Technologies,CL1001,BCS-1B,Ms. Maham Naeem,1.0,BS,CS,CS,Core,False,Lab(CS-6),Friday,14:30,17:20
Data Analysis and Visualization Lab,DL3001,BDS-5A1,,1.0,BS,DS,DS,Core,False,Lab(CS-8),Friday,10:00,12:50
Data Analysis and Visualization Lab,DL3001,BDS-5A2,,1.0,BS,DS,DS,Core,False,Lab(CS-8),Friday,10:00,12:50
Object Oriented Programming Lab,CL1004,BCS-3A1,,1.0,BS,CS,CS,Core,True,Lab(CS-8),Friday,14:30,17:20
Object Oriented Programming Lab,CL1004,BCS-3A2,,1.0,BS,CS,CS,Core,True,Lab(CS-8),Friday,14:30,17:20
Programming Fundamental Lab,CL1002,BCS-1E1,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Friday,10:00,12:50
Programming Fundamental Lab,CL1002,BCS-1E2,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Friday,10:00,12:50
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3E1,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Friday,14:30,17:20
Comp. Organization and Assembly Lang. Lab,EL2003,BCS-3E2,,1.0,BS,CS,CS,Core,False,Lab(CS-9),Friday,14:30,17:20
Digital Logic Design Lab,EL1005,BDS-3A1,,1.0,BS,DS,CS,Core,True,Physics Lab,Friday,10:00,12:50
Digital Logic Design Lab,EL1005,BCS-3A1,,1.0,BS,CS,CS,Core,True,Physics Lab,Friday,17:30,20:20
Digital Logic Design Lab,EL1005,BDS-3A2,,1.0,BS,DS,CS,Core,True,Micro Lab,Friday,10:00,12:50
Digital Logic Design Lab,EL1005,BCS-3A2,,1.0,BS,CS,CS,Core,True,Micro Lab,Friday,17:30,20:20
Numerical Computing,CS2008,BCS-5C,Dr. Syed Tauseef Saeed,3.0,BS,CS,CS,Core,False,CS-2,Saturday,10:00,11:20
Theory of Automata,CS3005,BCS-5M,Mr. Amjad Ali,3.0,BS,CS,CS,Core,False,CS-3,Saturday,08:30,09:50
Information Security,CS3002,BDS-7B,Mr. Ahmad  Shah,3.0,BS,DS,CS,Core,False,CS-3,Saturday,10:00,12:50
Information Security,CS3002,BCS-7F,Mr. Ahmad Shah,3.0,BS,CS,CS,Core,False,CS-3,Saturday,14:30,17:20
Fundamentals of Software Engineering,CS2004,BDS-5A,,3.0,BS,DS,CS,Core,True,CS-4,Saturday,08:30,09:50
Software for Mobile Devices,CS4039,BSE-7A,Mr. Mughees Musaddaq,3.0,BS,SE,CS,Elective,False,CS-4,Saturday,10:00,11:20
Software for Mobile Devices,CS4039,BCS-7A,Mr. Mughees Musaddaq,3.0,BS,CS,CS,Elective,False,CS-4,Saturday,11:30,12:50
Applied Programming,CS4002,MCS-1A,Mr. Aftab Alam,,MS,CS,CS,Core,False,CS-5,Saturday,08:30,11:20
Advanced Programming,CS4036,BCS-7A,,3.0,BS,CS,CS,Elective,False,CS-6,Saturday,08:30,11:20
Fundamental of Software Project Management,SE4003,BSE-7A,,3.0,BS,SE,SE,Core,False,CS-7,Saturday,08:30,09:50
Fundamental of Software Project Management,SE4003,BSE-7B,,3.0,BS,SE,SE,Core,False,CS-7,Saturday,10:00,11:20
Differential Equations,MT1006,BCS-3A,,3.0,BS,CS,HSS,Core,True,CS-1,Saturday,08:30,09:50
Artificial Intelligence Lab,AL2002,BCS-7B1,,1.0,BS,CS,CS,Core,True,Lab(CS-1),Saturday,08:30,11:20
Artificial Intelligence Lab,AL2002,BCS-7B2,,1.0,BS,CS,CS,Core,True,Lab(CS-1),Saturday,08:30,11:20
Fundamentals of Big Data Analytics Lab,DL2004,BDS-5A1,,1.0,BS,DS,DS,Core,True,Lab(CS-1),Saturday,11:30,14:20
Fundamentals of Big Data Analytics Lab,DL2004,BDS-5A2,,1.0,BS,DS,DS,Core,True,Lab(CS-1),Saturday,11:30,14:20
Database Systems Lab,CL2005,BDS-5A1,,1.0,BS,DS,CS,Core,True,Lab(CS-1),Saturday,14:30,17:20
Database Systems Lab,CL2005,BDS-5A2,,1.0,BS,DS,CS,Core,True,Lab(CS-1),Saturday,14:30,17:20
Software Construction Development Lab,SL3001,BSE-5A1,,1.0,BS,SE,SE,Core,False,Lab(CS-2A),Saturday,08:30,11:20
Software Construction Development Lab,SL3001,BSE-5A2,,1.0,BS,SE,SE,Core,False,Lab(CS-2A),Saturday,08:30,11:20
Operating Systems Lab,CL2006,BSE-5A1,,1.0,BS,SE,CS,Core,False,Lab(CS-2A),Saturday,11:30,14:20
Operating Systems Lab,CL2006,BSE-5A2,,1.0,BS,SE,CS,Core,False,Lab(CS-2A),Saturday,11:30,14:20
Database Systems Lab,CL2005,BSE-5A1,,1.0,BS,SE,CS,Core,True,Lab(CS-2A),Saturday,14:30,17:20
Database Systems Lab,CL2005,BSE-5A2,,1.0,BS,SE,CS,Core,True,Lab(CS-2A),Saturday,14:30,17:20
Software Construction Development Lab,SL3001,BSE-5B1,,1.0,BS,SE,SE,Core,False,Lab(CS-2B),Saturday,08:30,11:20
Software Construction Development Lab,SL3001,BSE-5B2,,1.0,BS,SE,SE,Core,False,Lab(CS-2B),Saturday,08:30,11:20
Operating Systems Lab,CL2006,BSE-5B1,,1.0,BS,SE,CS,Core,False,Lab(CS-2B),Saturday,11:30,14:20
Operating Systems Lab,CL2006,BSE-5B2,,1.0,BS,SE,CS,Core,False,Lab(CS-2B),Saturday,11:30,14:20
Data Structures Lab,CL2001,BSR-3B1,,1.0,BS,R,CS,Core,False,Lab(CS-3),Saturday,08:30,11:20
Data Structures Lab,CL2001,BSR-3B2,,1.0,BS,R,CS,Core,False,Lab(CS-3),Saturday,08:30,11:20
Database Systems Lab,CL2005,BCS-5C1,,1.0,BS,CS,CS,Core,True,Lab(CS-3),Saturday,11:30,14:20
Database Systems Lab,CL2005,BCS-5C2,,1.0,BS,CS,CS,Core,True,Lab(CS-3),Saturday,11:30,14:20
Operating Systems Lab,CL2006,BCS-5B1,,1.0,BS,CS,CS,Core,True,Lab(CS-4),Saturday,08:30,11:20
Operating Systems Lab,CL2006,BCS-5B2,,1.0,BS,CS,CS,Core,True,Lab(CS-4),Saturday,08:30,11:20
Operating Systems Lab,CL2006,BCS-5A1,,1.0,BS,CS,CS,Core,True,Lab(CS-4),Saturday,11:30,14:20
Operating Systems Lab,CL2006,BCS-5A2,,1.0,BS,CS,CS,Core,True,Lab(CS-4),Saturday,11:30,14:20
Object Oriented Programming Lab,CL1004,BDS-3A1,,1.0,BS,DS,CS,Core,True,Lab(CS-6),Saturday,08:30,11:20
Object Oriented Programming Lab,CL1004,BDS-3A2,,1.0,BS,DS,CS,Core,True,Lab(CS-6),Saturday,08:30,11:20
Computer Networks Lab,CL3001,BSR-5A1,,3.0,BS,R,CS,Core,False,Lab(CS-6),Saturday,11:30,14:20
Computer Networks Lab,CL3001,BSR-5A2,,3.0,BS,R,CS,Core,False,Lab(CS-6),Saturday,11:30,14:20
Object Oriented Programming Lab,CL1004,BSE-3A1,,1.0,BS,SE,CS,Core,True,Lab(CS-6),Saturday,14:30,17:20
Object Oriented Programming Lab,CL1004,BSE-3A2,,1.0,BS,SE,CS,Core,True,Lab(CS-6),Saturday,14:30,17:20
Computer Networks Lab,CL3001,BCS-5A1,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Saturday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5A2,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Saturday,08:30,11:20
Computer Networks Lab,CL3001,BCS-5B1,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Saturday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5B2,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Saturday,11:30,14:20
Computer Networks Lab,CL3001,BCS-5C1,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Saturday,14:30,17:20
Computer Networks Lab,CL3001,BCS-5C2,,1.0,BS,CS,CS,Core,False,Lab(CS-8),Saturday,14:30,17:20
Computer Networks Lab,CL3001,BDS-7A1,,1.0,BS,DS,CS,Core,False,Lab(CS-9),Saturday,08:30,11:20
Computer Networks Lab,CL3001,BDS-7A2,,1.0,BS,DS,CS,Core,False,Lab(CS-9),Saturday,08:30,11:20
Computer Networks Lab,CL3001,BDS-7B1,,1.0,BS,DS,CS,Core,False,Lab(CS-9),Saturday,11:30,14:20
Data Analysis and Visualization Lab,DL3001,BDS-5D2,,1.0,BS,DS,DS,Core,False,Lab(CS-4),Monday,14:30,17:20
Computer Networks Lab,CL3001,BDS-7B2,,1.0,BS,DS,CS,Core,False,Lab(CS-9),Saturday,11:30,14:20
